url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason
https://learn.microsoft.com/en-us/azure/notification-hubs/firebase-migration-rest,FCM migration using REST API and Azure portal,Azure Notification Hubs and the Google Firebase Cloud Messaging (FCM) migration using REST API and the Azure portal,Use REST and portal to configure FCM v1 in Notification Hubs,Describes how Azure Notification Hubs addresses the Google GCM to FCM migration using REST APIs.,"This article describes the core capabilities for the integration of Azure Notification Hubs with Firebase Cloud Messaging (FCM) v1. As a reminder, Google stopped supporting FCM legacy HTTP on June 20, 2024, so you must migrate your applications and notification payloads to the new format. Important As of June 2024, FCM legacy APIs are longer supported and are retired. To avoid any disruption in your push notification service, you mustmigrate to the FCM v1 protocol.",2025-05-02T17:17:00.000Z,article,integrations,0.85,True,"Focuses on REST API and portal steps for FCM v1; likely includes specific request formats, parameters, and configuration fields unique to this migration."
https://learn.microsoft.com/en-us/azure/notification-hubs/firebase-migration-sdk,FCM migration using Azure SDKs,Azure Notification Hubs and the Google Firebase Cloud Messaging (FCM) Migration Using SDKs,Migrate to FCM v1 using Azure Notification Hubs SDKs,Learn how Azure Notification Hubs addresses the Google Cloud Messaging (GCM) to FCM migration using the Azure SDKs.,"Google deprecated the Firebase Cloud Messaging (FCM) legacy API in July 2024. This section describes the steps to migrate from FCM legacy to FCM v1 using the Azure SDKs. Important As of June 2024, FCM legacy APIs are longer supported and are retired. To avoid any disruption in your push notification service, you mustmigrate to the FCM v1 protocolas soon as possible.",2025-05-02T17:17:00.000Z,article,integrations,0.85,True,"SDK-based migration guidance with specific methods, parameters, and payload structures is product-specific integration detail."
https://learn.microsoft.com/en-us/azure/notification-hubs/firebase-migration-update-sdk,Updating ANH with FCMv1 Credentials,Updating Azure notification hub with FCMv1 credentials,Update Notification Hubs with FCM v1 credentials via SDK,Describes how Azure Notification Hubs can be updated using FCMv1 credentials,This guide explains how to update an Azure notification hub with FCMv1 credentials using the Azure Management SDK for .NET. This is essential for enabling push notifications to Android devices via Firebase Cloud Messaging (FCMv1).,2024-09-17T11:16:00.000Z,article,integrations,0.8,True,"Shows how to set FCM v1 credentials using the Management SDK, including property names and configuration patterns unique to Notification Hubs."
https://learn.microsoft.com/en-us/azure/notification-hubs/ios-sdk-current,Initial configuration to receive push notification from Azure Notification Hubs,Send push notifications to iOS using Azure Notification Hubs and the iOS SDK version 3.0.0 preview 1,Use Notification Hubs iOS SDK 3.0.0-preview1,"In this tutorial, you learn how to use Azure Notification Hubs and the Apple Push Notification service to send push notifications to iOS devices (version 3.0.0-preview1).","This tutorial shows you how to use Azure Notification Hubs to send push notifications to an iOS application, using the Azure Notification Hubs SDK for Apple. This tutorial covers the following steps: You can download the complete code for this tutorialfrom GitHub.",2021-02-17T01:25:00.000Z,tutorial,integrations,0.7,True,Version-specific iOS SDK tutorial with concrete API calls and configuration parameters that are unique expert integration details.
https://learn.microsoft.com/en-us/azure/notification-hubs/ios-sdk-get-started,Set up your iOS app to work with Azure Notification Hubs,Send push notifications to iOS using Azure Notification Hubs and the iOS SDK,Configure APNS and Notification Hubs for iOS apps,"In this tutorial, you learn how to use Azure Notification Hubs and the Apple Push Notification service to send push notifications to iOS devices.","This tutorial shows you how to set up Azure Notification Hubs and configure credentials to push notifications to an iOS device via theApple Push Notification service (APNS). This tutorial is a prerequisite to the subsequent Objective C and Swift iOS tutorials, and covers the following steps:",2025-05-01T08:00:00.000Z,tutorial,integrations,0.7,True,"Covers credential setup and SDK usage for APNS with Notification Hubs, including configuration fields and code patterns unique to this integration."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-android-push-notification-google-fcm-get-started,Send push notifications using Firebase SDK version 0.6,Send push notifications to Android using Azure Notification Hubs and Firebase SDK version 0.6,Integrate Notification Hubs with Android FCM SDK 0.6,"In this tutorial, you learn how to use Azure Notification Hubs and Google Firebase Cloud Messaging to send push notifications to Android devices (version 0.6).","This tutorial describes how to use Azure Notification Hubs and the Firebase Cloud Messaging (FCM) SDK version 0.6 to send push notifications to an Android application. In this tutorial, you create a blank Android app that receives push notifications by using Firebase Cloud Messaging (FCM). Important Google will stop supporting FCM legacy HTTP on June 20, 2024. For more information, seeAzure Notification Hubs and Google Firebase Cloud Messaging migration. The completed code for this tutorial can ",2025-05-01T08:00:00.000Z,tutorial,integrations,0.7,True,"Contains code and configuration for a specific FCM SDK version, including parameters and payloads unique to that integration."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-app-service,Integration with App Service Mobile Apps,Notification Hubs integration with App Service Mobile Apps,,Learn how Azure Notification Hubs works with Azure App Service Mobile Apps.,"To facilitate a seamless and unifying experience across Azure services,App Service Mobile Appshas built-in support for notifications using Azure Notification Hubs.App Service Mobile Appsoffers a highly scalable, globally available mobile application development platform for enterprise developers and systems integrators that brings a rich set of capabilities to mobile developers. Mobile Apps developers can use Notification Hubs with the following workflow: Retrieve device PNS handle. Register dev",2021-12-15T23:03:00.000Z,overview,,0.2,False,Integration overview/workflow with App Service Mobile Apps; appears tutorial-like without config tables or error codes.
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-aspnet-backend-ios-apple-apns-notification,Send push notifications to specific users,Send push notifications to specific users using Azure Notification Hubs,Send user-specific iOS notifications via ASP.NET backend,Learn how to send push notifications to specific iOS users by using Azure Notification Hubs.,"This tutorial shows you how to use Azure Notification Hubs to send push notifications to a specific app user on a specific device. An ASP.NET WebAPI backend is used to authenticate clients and to generate notifications, as shown in the guidance topicRegistering from your app backend. In this tutorial, you take the following steps:",2020-09-23T11:03:00.000Z,article,integrations,0.65,True,Combines ASP.NET WebAPI backend with Notification Hubs to target specific users; includes backend registration and send patterns unique to this stack.
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-aspnet-backend-windows-dotnet-wns-notification,Send push notifications to specific users,Send notifications to specific users using Azure Notification Hubs,Target user-specific notifications with Notification Hubs,Learn how to send notifications to specific users using Universal Windows Platform (UWP) applications.,,2021-12-22T18:07:00.000Z,tutorial,integrations,0.7,True,"Describes sending notifications to specific users from ASP.NET/UWP, likely including tag/registration patterns and backend API calls unique to Notification Hubs, which are concrete integration patterns."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-aspnet-cross-platform-notification,Send cross-platform notifications,Send cross-platform notifications to users with Azure Notification Hubs (ASP.NET),Send cross-platform user notifications with templates,"Learn how to use Notification Hubs templates to send, in a single request, a platform-agnostic notification that targets all platforms.","This tutorial builds on the previous tutorial,Send notifications to specific users by using Azure Notification Hubs. That tutorial describes how to push notifications to all devices that are registered to a specific authenticated user. That approach required multiple requests to send a notification to each supported client platform. Azure Notification Hubs supports templates, with which you can specify how a specific device wants to receive notifications. This method simplifies sending cross-pla",2021-12-15T23:03:00.000Z,article,integrations,0.7,True,"Shows concrete use of templates to send a single request to multiple platforms, including payload and API usage patterns specific to Notification Hubs."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-enterprise-push-notification-architecture,Enterprise push architecture guidance,Notification Hubs enterprise push architecture,Enterprise push notification architecture with Notification Hubs,Learn about using Azure Notification Hubs in an enterprise environment,"Enterprises today are gradually moving towards creating mobile applications for either their end users (external) or for the employees (internal). They have existing backend systems in place be it mainframes or some LoB applications, which must be integrated into the mobile application architecture. This guide talks about how best to do this integration recommending possible solution to common scenarios. A frequent requirement is for sending push notification to the users through their mobile ap",2021-12-22T18:07:00.000Z,article,architecture-patterns,0.65,True,"Describes recommended integration patterns between enterprise backends and Notification Hubs, including when to use certain patterns; this is product-specific architectural guidance."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-gcm-to-fcm,Firebase v1 migration guide,Azure Notification Hubs and the Google Firebase Cloud Messaging (FCM) migration using REST APIs and SDKs,Migrate Notification Hubs from FCM legacy to FCM v1,Learn how Azure Notification Hubs addresses the Google GCM to FCM migration using either REST APIs or SDKs.,"The core capabilities for the integration of Azure Notification Hubs with Firebase Cloud Messaging (FCM) v1 are available. As a reminder, Google stopped supporting FCM legacy HTTP on June 20, 2024, so you must migrate your applications and notification payloads to the new format. Important As of June 2024, FCM legacy APIs are no longer supported and are retired. To avoid any disruption in your push notification service, you mustmigrate to the FCM v1 protocolas soon as possible.",2025-05-01T08:00:00.000Z,article,integrations,0.85,True,"Describes exact REST/SDK changes, payload formats, endpoints, and constraints for FCM v1 integration with Notification Hubs—highly product- and API-specific integration knowledge."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-ios-xplat-localized-apns-push-notification,Send localized push notifications to iOS devices,Send localized push notifications to iOS using Azure Notification Hubs,Implement localized iOS push templates with Notification Hubs,Learn how to use push localized notifications to iOS devices by using Azure Notification Hubs.,"This tutorial shows you how to use thetemplatesfeature of Azure Notification Hubs to broadcast breaking news notifications that have been localized by language and device. In this tutorial, you start with the iOS app created inUse Notification Hubs to send breaking news. When complete, you can register for categories you're interested in, specify a language in which to receive the notifications, and receive only push notifications for the selected categories in that language. There are two parts",2020-10-20T22:09:00.000Z,article,integrations,0.7,True,Uses Notification Hubs templates and tags for localization and category filtering; includes template syntax and registration patterns specific to this service.
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-ios-xplat-segmented-apns-push-notification,Send push notifications to specific devices,Send push notifications to specific iOS devices using Azure Notification Hubs,Target specific iOS devices with Notification Hubs,"In this tutorial, you learn how to use Azure Notification Hubs to send push notifications to specific iOS devices.",,2021-02-17T01:25:00.000Z,article,integrations,0.65,True,"Shows device-specific targeting using tags/registrations and APNS payloads, which are concrete integration patterns for this product."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-bing-spatial-data-geofencing-notification,Send push location-based notifications,Send push notifications with Azure Notification Hubs and Bing Spatial Data,Send geofenced push notifications with Bing Spatial Data,"In this tutorial, you learn how to deliver location-based push notifications with Azure Notification Hubs and Bing Spatial Data.","In this tutorial, you learn how to deliver location-based push notifications with Azure Notification Hubs and Bing Spatial Data. In this tutorial, you take the following steps:",2021-12-22T18:07:00.000Z,tutorial,integrations,0.7,True,"Combines Notification Hubs with Bing Spatial Data; likely includes specific API calls, parameters, and payload structures for location-based notifications, which are product-specific integration details."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-overview,About Notification Hubs,What is Azure Notification Hubs?,,Learn how to add push notification capabilities with Azure Notification Hubs.,"Azure Notification Hubsprovides an easy-to-use and scaled-out push engine that enables you to send notifications to any platform (iOS, Android, Windows, etc.) from any back-end (cloud or on-premises). Notification Hubs works for both enterprise and consumer scenarios. Here are a few example scenarios: Note For information about Firebase Cloud Messaging deprecation and migration steps, seeGoogle Firebase Cloud Messaging migration.",2025-05-01T08:00:00.000Z,overview,,0.1,False,"High-level service overview of Azure Notification Hubs; no detailed limits, configs, or error mappings."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-registration-management,Device registrations,Registration Management,Configure device registration patterns in Notification Hubs,This topic explains how to register devices with Notification Hubs in order to receive push notifications.,"This article explains how to register devices with Azure Notification Hubs in order to receive push notifications. The article describes registrations at a high level, then introduces the two main patterns for registering devices: registering from the device directly to the notification hub, and registering through an application back end.",2025-05-02T17:17:00.000Z,article,configuration,0.7,True,"Explains registration models (direct vs backend) and likely details registration properties and patterns specific to Notification Hubs, which are configuration-level behaviors."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-push-notification-security,Security model,Notification Hubs security model,Security model and access control in Notification Hubs,Learn about the security model for Azure Notification Hubs.,,2021-12-15T23:03:00.000Z,article,security,0.8,True,"Security model pages typically define SAS policies, access levels, and possibly role names and scopes, which are product-specific security configuration details."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-tags-segment-push-message,Tags for registrations,Routing and tag expressions in Azure Notification Hubs,Configure routing and tag expressions in Notification Hubs,Learn how to route and tag expressions for Azure Notification Hubs.,,2021-12-22T18:07:00.000Z,article,configuration,0.75,True,"Tag expression syntax and routing behavior are specific to Notification Hubs; this page likely documents allowed operators, patterns, and constraints, which are configuration details."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-templates-cross-platform-push-messages,Template registrations,Azure Notification Hubs templates,Use Notification Hubs templates for cross-platform payloads,Learn about using templates for Azure Notification Hubs.,"Templates enable a client application to specify the exact format of the notifications it wants to receive. Using templates, an app can realize several different benefits, including the following: This section provides two in-depth examples of how to use templates to send platform-agnostic notifications targeting all your devices across platforms, and to personalize broadcast notifications to each device.",2021-12-15T23:03:00.000Z,article,configuration,0.7,True,"Template syntax, fields, and behavior are specific to Notification Hubs; the article provides concrete examples and patterns for template configuration."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-tls12,Transport Layer Security (TLS),Notification Hubs TLS updates,TLS version requirements for Azure Notification Hubs,Learn about support for TLS in Azure Notification Hubs.,"To ensure a higher level of security, Notification Hubs will disable support for TLS versions 1.0 and 1.1 onDecember 31, 2020(extended from April 30, 2020). These older protocols deliver weak cryptography, and are vulnerable to BEAST and POODLE attacks. Applications deployed to devices running Android version 5 or greater, or iOS version 5 or greater, are not impacted by this change as those operating systems support TLS 1.2 and the client and server will negotiate the highest mutually supported",2021-12-15T23:03:00.000Z,article,security,0.8,True,"Contains specific TLS version support, deprecation dates, and OS-version impact; these are concrete security requirements and timelines unique to the service."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-windows-notification-dotnet-push-xplat-segmented-wns,Send push notifications to specific devices,Send notifications to specific devices (Universal Windows Platform),Target specific UWP devices using Notification Hubs tags,Use Azure Notification Hubs with tags in the registration to send breaking news to a Universal Windows Platform app.,Note Microsoft Push Notification Service (MPNS) has been deprecated and is no longer supported.,2021-12-22T18:07:00.000Z,tutorial,integrations,0.65,True,Shows tag-based segmentation and WNS usage for UWP apps; includes concrete registration and send patterns unique to Notification Hubs.
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-windows-store-dotnet-get-started-wns-push-notification,Send push notifications to Universal Windows Platform apps,Send notifications to Universal Windows Platform apps using Azure Notification Hubs,Send push notifications to UWP apps with Notification Hubs,Lean how to use Azure Notification Hubs to push notifications to a Windows Universal Platform application.,"In this tutorial, you create a notification hub to send push notifications to a Universal Windows Platform (UWP) app. You create a blank Windows Store app that receives push notifications by using the Windows Push Notification Service (WNS). Then, you use your notification hub to broadcast push notifications to all devices that are running your app. Note You can find the complete code for this tutorial onGitHub. You take the following steps:",2025-05-01T08:00:00.000Z,tutorial,integrations,0.65,True,"Details WNS integration, app registration, and hub usage for UWP, including platform-specific configuration and code."
https://learn.microsoft.com/en-us/azure/notification-hubs/notification-hubs-windows-store-dotnet-xplat-localized-wns-push-notification,Send push localized notifications to apps,Send localized notifications to Windows apps using Azure Notification Hubs,Send localized WNS notifications with Notification Hubs,Learn how to use Azure Notification Hubs to send localized breaking news notifications.,,2021-12-22T18:07:00.000Z,tutorial,integrations,0.65,True,"Tutorial-style but likely includes concrete WNS payload formats, headers, and Notification Hubs API usage specific to localization, which are product-specific integration details beyond generic knowledge."
https://learn.microsoft.com/en-us/azure/notification-hubs/push-notification-updates-ios-13,Notification Hubs updates for iOS 13+,Azure Notification Hubs iOS 13 updates,Update Notification Hubs iOS settings for iOS 13,Learn about iOS 13 breaking changes in Azure Notification Hubs,Apple recently made some changes to their public push service; the changes mostly aligned with the releases of iOS 13 and Xcode. This article describes the impact of these changes on Azure Notification Hubs.,2020-08-27T22:04:00.000Z,article,configuration,0.6,True,"Describes iOS 13-related breaking changes and required configuration updates for APNS/Notification Hubs, which are product- and platform-specific details."
https://learn.microsoft.com/en-us/azure/notification-hubs/push-notifications-android-specific-devices-firebase-cloud-messaging,Send push notifications to specific devices,Send push notifications to specific devices using Azure Notification Hubs and Google Firebase Cloud Messaging,Target specific Android devices with FCM tags,Learn how to use Notification Hubs to push notifications to specific Android devices by using Azure Notification Hubs and Google Firebase Cloud Messaging (FCM).,,2024-05-08T08:00:00.000Z,tutorial,integrations,0.65,True,"Shows how to address specific devices via Notification Hubs and FCM, likely including tag/registration patterns and API usage specific to this product."
https://learn.microsoft.com/en-us/azure/notification-hubs/push-notifications-android-specific-users-firebase-cloud-messaging,Send push notifications to specific users,Send push notifications to specific Android apps using Azure Notification Hubs,Send user-targeted Android notifications with Notification Hubs,Learn how to send push notifications to specific Android apps by using Azure Notification Hubs.,"Note For information about Firebase Cloud Messaging deprecation and migration steps, seeGoogle Firebase Cloud Messaging migration. This tutorial shows you how to use Azure Notification Hubs to send push notifications to a specific app user on a specific device. An ASP.NET WebAPI backend is used to authenticate clients and to generate notifications, as shown in the guidance articleRegistering from your app backend. This tutorial builds on the notification hub that you created in theTutorial: Push",2024-02-06T08:00:00.000Z,tutorial,integrations,0.65,True,Uses ASP.NET backend and Notification Hubs to target specific app users; includes backend API patterns and registration logic specific to this service.
https://learn.microsoft.com/en-us/azure/notification-hubs/samples,Code samples,Azure Notification Hubs Samples,,A list of available Azure Notification Hubs samples.,This article provides links to samples that demonstrate key features in Azure Notification Hubs.,2025-05-01T08:00:00.000Z,article,,0.2,False,"Index of sample links; does not itself contain limits, configs, or detailed patterns—just navigation to other content."
https://learn.microsoft.com/en-us/azure/notification-hubs/samples-powershell,PowerShell,Azure PowerShell Samples for Azure Notification Hubs,,Azure PowerShell Samples - Scripts to help you create and manage notification hubs.,The following table includes links to sample Azure PowerShell scripts for Azure Notification Hubs.,2023-04-13T11:17:00.000Z,article,,0.3,False,Table of links to PowerShell samples; the page itself is navigational and lacks inline parameter tables or error mappings.
https://learn.microsoft.com/en-us/azure/notification-hubs/uwp-react,UWP React Native sample overview,Send Azure Notification Hubs notifications to Android and iOS applications,,Learn about the cross-platform capabilities of Azure Notification Hubs.,"This article provides an overview of the Azure Notification Hub sample application built to demonstrate the capabilities of Azure Notification Hub on multiple platforms. The application uses a land survey scenario, in which the desktopContoso Land Surveyapplication sends notifications, which both Android and iOS Contoso applications can receive. You can download thecomplete sample from GitHub.",2022-04-25T22:04:00.000Z,conceptual,,0.3,False,Overview of a sample app and cross-platform capabilities; appears conceptual/marketing with no detailed configuration tables or error mappings.
