url,toc_title,title,display_title,description,summary,updated_at,ms_topic,sub_skill_type,confidence,has_expert_knowledge,classification_reason
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-evaluation?view=azureml-api-2,Inference and evaluation,Inference and evaluation of forecasting models - Azure Machine Learning,Run inference and evaluate AutoML forecasting models,Learn about different ways to inference and evaluate forecasting models using Azure Machine Learning.,"This article introduces concepts related to model inference and evaluation in forecasting tasks. For instructions and examples for training forecasting models in AutoML, seeSet up AutoML to train a time-series forecasting model with SDK and CLI. After you use AutoML to train and select a best model, the next step is to generate forecasts. Then, if possible, evaluate their accuracy on a test set held out from the training data. To see how to setup and run forecasting model evaluation in automated",2025-11-14T08:00:00.000Z,concept-article,best-practices,0.6,True,"Covers Azure ML–specific ways to perform inference and evaluation for forecasting models, including how AutoML structures evaluation. This is concrete product behavior and workflow guidance, not just conceptual evaluation theory."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-lags?view=azureml-api-2,Lag features,Lag features for time-series forecasting in AutoML - Azure Machine Learning,Leverage lag and rolling features in AutoML forecasting,Explore how automated machine learning (AutoML) in Azure Machine Learning creates lag and rolling window aggregation to forecast time-series regression models.,"This article describes how automated machine learning (AutoML) in Azure Machine Learning creates lag and rolling window aggregation features to help you forecast time-series regression models. The AutoML features use historical model data that can significantly increase model accuracy by helping the model learn correlational patterns in time. If you're interested in learning more about the forecasting methodology in AutoML, seeOverview of forecasting methods in AutoML. To explore training exampl",2025-02-26T08:00:00.000Z,concept-article,best-practices,0.7,True,"Explains Azure AutoML’s specific strategy for creating lag and rolling window aggregation features for time-series, including how historical data is transformed. This is product-specific feature engineering behavior, not generic ML theory."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-methods?view=azureml-api-2,Forecasting methods,Overview of forecasting methods in AutoML - Azure Machine Learning,,"Learn how AutoML in Azure Machine Learning uses machine learning to build forecasting models, including time series or regression models for predictions.","This article describes the methods that AutoML in Azure Machine Learning uses to prepare time series data and build forecasting models. What you'll learn: For instructions and examples about training forecasting models in AutoML, seeSet up AutoML for time series forecasting.",2025-11-24T23:11:00.000Z,overview,,0.4,False,"Overview of forecasting methods in AutoML; mostly methodological description without clear indication of configuration tables, limits, or error mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-automl-forecasting-sweeping?view=azureml-api-2,Model sweeping and selection,Models sweeping & selection for forecasting in AutoML - Azure Machine Learning,,Explore how you can use automated machine learning (AutoML) in Azure Machine Learning to search for (sweep) and select forecasting models.,"This article describes how automated machine learning (AutoML) in Azure Machine Learning searches for and selects forecasting models. If you're interested in learning more about the forecasting methodology in AutoML, seeOverview of forecasting methods in AutoML. To explore training examples for forecasting models in AutoML, seeSet up AutoML to train a time-series forecasting model with the SDK and CLI.",2025-03-11T08:00:00.000Z,concept-article,,0.4,False,Describes model sweeping and selection for forecasting in AutoML; methodology-focused rather than configuration/limits/troubleshooting oriented.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-azure-machine-learning-v2?view=azureml-api-2,Architecture & terms,How Azure Machine Learning Works (v2) - Azure Machine Learning,,Get a high-level understanding of the resources and assets that make up Azure Machine Learning (v2).,"APPLIES TO:Azure CLI ml extension v2 (current)Python SDK azure-ai-ml v2 (current) This article applies to the second version of theAzure Machine Learning CLI and Python SDK v2. For version one (v1), seeHow Azure Machine Learning works: Architecture and concepts (v1). Azure Machine Learning includes several resources and assets to enable you to perform your machine learning tasks. These resources and assets are needed to run any job. This document provides a quick overview of these resources and ",2025-10-24T22:11:00.000Z,concept-article,,0.2,False,High-level architecture/concepts overview for Azure ML v2; does not include quantified decision matrices or product-specific thresholds.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-azure-machine-learning-v2?view=azureml-api-2,Azure Machine Learning resources,How Azure Machine Learning Works (v2) - Azure Machine Learning,,Get a high-level understanding of the resources and assets that make up Azure Machine Learning (v2).,"APPLIES TO:Azure CLI ml extension v2 (current)Python SDK azure-ai-ml v2 (current) This article applies to the second version of theAzure Machine Learning CLI and Python SDK v2. For version one (v1), seeHow Azure Machine Learning works: Architecture and concepts (v1). Azure Machine Learning includes several resources and assets to enable you to perform your machine learning tasks. These resources and assets are needed to run any job. This document provides a quick overview of these resources and ",2025-10-24T22:11:00.000Z,concept-article,,0.1,False,Conceptual overview of Azure Machine Learning v2 architecture and resources; high-level explanation without detailed numeric limits or configuration references.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-compute-instance?view=azureml-api-2,Compute instances,What is an Azure Machine Learning compute instance? - Azure Machine Learning,,"Learn about the Azure Machine Learning compute instance, a fully managed cloud-based workstation.","An Azure Machine Learning compute instance is a managed cloud-based workstation for data scientists. Each compute instance has only one owner, although you can share files between multiple compute instances. Compute instances make it easy to get started with Azure Machine Learning development and provide management and enterprise readiness capabilities for IT administrators. Use a compute instance as your fully configured and managed development environment in the cloud for machine learning. The",2025-10-06T08:00:00.000Z,concept-article,,0.3,False,"Concept article about compute instances; describes what they are and typical usage, but not detailed configuration matrices, quotas, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-compute-target?view=azureml-api-2,Compute targets,Understand compute targets - Azure Machine Learning,,Learn how to designate a compute resource or environment to train or deploy your model with Azure Machine Learning.,"Acompute targetis a designated compute resource or environment where you run your training script or host your service deployment. This location might be your local machine or a cloud-based compute resource. Using compute targets makes it easy for you to later change your compute environment without having to change your code. Azure Machine Learning supports different compute targets. In a typical model development lifecycle, you might: You attach the compute resources you use for your compute t",2025-11-19T18:13:00.000Z,concept-article,,0.2,False,"Conceptual explanation of compute targets; focuses on what they are and lifecycle usage, not on numeric limits or detailed configuration parameters."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-data-privacy?view=azureml-api-2,"Data, privacy, and security for Model Catalog","Data, privacy, and security for use of models through the Model Catalog - Azure Machine Learning",Understand data handling for Model Catalog deployments,"This article provides details regarding how data provided by you is processed, used, and stored when you deploy models from the Model Catalog.","This article provides details regarding how data provided by you is processed, used, and stored when you deploy models from the Model Catalog. Also see theMicrosoft Products and Services Data Protection Addendum, which governs data processing by Azure services.",2025-05-19T15:21:00.000Z,how-to,security,0.65,True,"Describes how user data is processed, used, and stored when deploying models from the Model Catalog; this is product-specific security/privacy behavior not derivable from general knowledge."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-data?view=azureml-api-2,Data concepts in Azure Machine Learning,Data concepts in Azure Machine Learning - Azure Machine Learning,,Learn key data concepts in Azure Machine Learning,"With Azure Machine Learning, you can import data from a local machine or an existing cloud-based storage resource. This article describes key Azure Machine Learning data concepts. Note Azure Machine Learning resources do not support data imports from Synapse SQL data resources.",2025-02-10T08:00:00.000Z,concept-article,,0.2,False,"Conceptual overview of data concepts in Azure ML without clear indication of detailed configuration tables, limits, or error mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-deep-learning-vs-machine-learning?view=azureml-api-2,Deep learning,Deep Learning vs. Machine Learning - Azure Machine Learning,,"Learn how deep learning relates to machine learning and AI. In Azure Machine Learning, use deep learning models for fraud detection, object detection, and more.","This article compares deep learning to machine learning and describes how they fit into the broader category of AI. Learn about deep learning solutions you can build on Azure Machine Learning, such as fraud detection, voice and facial recognition, sentiment analysis, and time series forecasting. For guidance on choosing algorithms for your solutions, see theMachine Learning Algorithm Cheat Sheet. Foundry Models in Azure Machine Learning are pretrained deep learning models that can be fine-tuned ",2025-10-13T08:00:00.000Z,concept-article,,0.1,False,High-level comparison of deep learning vs machine learning and example scenarios; primarily conceptual without product-specific configs or limits.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-distributed-training?view=azureml-api-2,Distributed training,What is distributed training? - Azure Machine Learning,,Learn what type of distributed training Azure Machine Learning supports and the open source framework integrations available for distributed training.,"In this article, you learn about distributed training and how Azure Machine Learning supports it for deep learning models. In distributed training, you split up the workload to train a model and share it among multiple mini processors, called worker nodes. These worker nodes work in parallel to speed up model training. You can use distributed training for traditional machine learning models, but it's better suited for compute and time intensive tasks, likedeep learningfor training deep neural ne",2025-11-24T23:11:00.000Z,concept-article,,0.2,False,"Conceptual explanation of distributed training and supported frameworks; lacks detailed configuration tables, limits, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-environments?view=azureml-api-2,Introduction to environments,About Azure Machine Learning environments - Azure Machine Learning,,"Learn about machine learning environments, which enable reproducible, auditable, & portable machine learning dependency definitions for various compute targets.","Azure Machine Learning environments encapsulate the environment where your machine learning training or inferencing happens. They specify the Python packages and software settings for your training and scoring scripts. The Machine Learning workspace manages and versions these environments, enabling reproducible, auditable, and portable machine learning workflows across various compute targets. Use anEnvironmentobject to: The following diagram illustrates how you can use a singleEnvironmentobject",2025-10-30T22:11:00.000Z,concept-article,,0.3,False,"Concept article about environments; explains purpose and high-level usage, but not a detailed configuration reference with parameter tables or limits."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-expressions?view=azureml-api-2,CLI and Python SDK v2 expressions,SDK and CLI v2 expressions - Azure Machine Learning,Use Azure ML v2 expressions in jobs and components,SDK and CLI v2 use expressions when a value might not be known when authoring a job or component.,"With Azure Machine Learning SDK and CLI v2, you can useexpressionswhen a value might not be known when you're authoring a job or component. When you submit a job or call a component, the expression is evaluated and the value is substituted. The format for an expression is${{ <expression> }}. Some expressions are evaluated on theclient, when submitting the job or component. Other expressions are evaluated on theserver(the compute where the job or component runs).",2025-11-14T08:00:00.000Z,concept-article,configuration,0.78,True,"Documents the expression syntax ${{ }} and which expressions are evaluated client vs server; includes specific expression names, usage patterns, and evaluation rules unique to Azure ML."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-hub-workspace?view=azureml-api-2,Hub workspaces,What are hub workspaces? - Azure Machine Learning,,"Hubs provide a central way to govern security, connectivity, and compute resources for a team with multiple workspaces. Project workspaces that are created using a hub obtain the same security setting","A hub is a kind of workspace that centrally manages security, connectivity, compute resources, and quota for a team. Once set up, a hub enables developers to create their own workspaces to organize their work while staying compliant with IT set up requirements. Sharing and reuse of configurations through a hub workspace yields better cost efficiency when deploying Azure Machine Learning at scale. Workspaces that are created using a hub, referred to as 'project workspaces,' obtain the same securi",2025-05-13T17:03:00.000Z,concept-article,,0.2,False,"Conceptual description of hub workspaces and their role in governance; lacks explicit RBAC role lists, parameter tables, or numeric thresholds for decisions."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-manage-ml-pitfalls?view=azureml-api-2,Overfitting & imbalanced data,Prevent overfitting and imbalanced data with Automated ML - Azure Machine Learning,Mitigate overfitting and imbalance in Azure AutoML,Identify and manage common pitfalls of machine learning models by using Automated ML solutions in Azure Machine Learning.,"Overfitting and imbalanced data are common pitfalls when you build machine learning models. By default, the Automated ML feature in Azure Machine Learning provides charts and metrics to help you identify these risks. This article describes how you can implement best practices in Automated ML to help mitigate common issues.",2025-11-13T08:00:00.000Z,concept-article,best-practices,0.7,True,"Provides product-specific best practices for handling overfitting and imbalanced data using Automated ML, including how built-in charts/metrics should be used and what options to configure. This is actionable, Azure-ML-specific guidance."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-mlflow-models?view=azureml-api-2,MLflow models,Artifacts and models in MLflow - Azure Machine Learning,,Learn how MLflow uses the concept of models instead of artifacts to represent trained models and enable a streamlined path to deployment.,"This article explains MLflow artifacts and MLflow models, and how MLflow models differ from other artifacts. The article also explains how Azure Machine Learning uses the characteristics of an MLflow model to enable streamlined deployment workflows.",2025-10-30T22:11:00.000Z,concept-article,,0.3,False,"Conceptual explanation of MLflow artifacts and models and how Azure ML uses them; mainly theory and behavior, not detailed configuration or limits."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-mlflow?view=azureml-api-2,MLflow and Azure Machine Learning,MLflow and Azure Machine Learning - Azure Machine Learning,,"See how to use MLflow with Azure Machine Learning to log metrics, store artifacts, and deploy models to an endpoint.","APPLIES TO:Azure CLI ml extension v2 (current)Python SDK azure-ai-ml v2 (current) This article describes the capabilities ofMLflow, an open-source framework that manages the complete machine learning lifecycle. MLflow uses a consistent set of tools to train and serve models on different platforms. Use MLflow whether your experiments run locally, on a remote compute target, a virtual machine, or an Azure Machine Learning compute instance. Azure Machine Learning workspaces are MLflow-compatible, s",2025-10-07T17:14:00.000Z,concept-article,,0.3,False,"Conceptual overview of MLflow and Azure ML capabilities; does not appear to focus on detailed configuration parameters, limits, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-models-featured?view=azureml-api-2,Featured models in the model catalog,Featured models of Foundry model catalog - Azure Machine Learning,,Explore various models available within the Foundry model catalog.,"The Foundry model catalog offers a large selection of models from a wide range of providers. You have various options for deploying models from the model catalog. This article lists featured models in the model catalog that can be deployed and hosted on Microsoft's servers via standard deployments. For some of these models, you can also host them on your infrastructure for deployment via managed compute. SeeAvailable models for supported deployment optionsto find models in the catalog that are a",2025-07-29T08:00:00.000Z,concept-article,,0.25,False,"Lists featured models and deployment options; primarily catalog/marketing style, not focused on limits, configs, or troubleshooting patterns."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-plan-manage-cost?view=azureml-api-2,Plan and manage costs,Plan to manage costs - Azure Machine Learning,,Plan to manage costs for Azure Machine Learning with cost analysis in the Azure portal. Learn further cost-saving tips for building ML models.,"This article describes how to plan and manage costs for Azure Machine Learning. First, use the Azure pricing calculator to help plan for costs before you add any resources. Next, review the estimated costs while you add Azure resources. After you start using Azure Machine Learning resources, use the cost management features to set budgets and monitor costs. Also, review the forecasted costs and identify spending trends to identify areas where you might want to act. Understand that the costs for ",2025-03-21T08:00:00.000Z,concept-article,,0.4,False,High-level cost planning guidance using Azure pricing calculator and cost management; mostly conceptual without detailed product-specific limits or configs.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-secure-code-best-practice?view=azureml-api-2,Secure code,Secure code best practices - Azure Machine Learning,Apply secure coding practices in Azure ML notebooks and scripts,"Learn about potential security threats that exist when developing for Azure Machine Learning, mitigations, and best practices.","In Azure Machine Learning, you can upload files and content from any source into Azure. Content within Jupyter notebooks or scripts that you load can potentially read data from your sessions, access sensitive data within your organization in Azure, or run malicious processes on your behalf. Important Only run notebooks or scripts from trusted sources. For example, where you or your security team reviewed the notebook or script.",2025-04-01T08:00:00.000Z,concept-article,best-practices,0.7,True,"Discusses specific security threats and mitigations when running code in Azure ML, with concrete DO/DON'T guidance tailored to the service."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-soft-delete?view=azureml-api-2,Recover workspace after deletion,Workspace soft deletion - Azure Machine Learning,Use soft delete and retention for Azure ML workspaces,Soft delete allows you to recover workspace data after accidental deletion. Learn how to use the soft delete feature in Azure Machine Learning.,"The soft delete feature for Azure Machine Learning workspace provides a data protection capability that enables you to attempt recovery of workspace data after accidental deletion. Soft delete introduces a two-step approach in deleting a workspace. When you delete a workspace, you first soft delete it. While in soft-deleted state, you can choose to recover or permanently delete a workspace and its data during a data retention period. Note Soft-deletion and recovery is not supported when a worksp",2025-11-19T18:13:00.000Z,concept-article,limits-quotas,0.7,True,"Soft delete feature docs typically specify retention periods, recovery windows, and state behavior with concrete time values, which are limit/timeout style expert details."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-sourcing-human-data?view=azureml-api-2,Responsible sourcing of human data,Manually sourcing human data for AI development - Azure Machine Learning,Apply responsible practices when collecting human data for AI,Learn best practices for mitigating potential harm to people—especially in vulnerable groups—and building balanced datasets when collecting human data manually.,"APPLIES TO:Azure CLI ml extension v2 (current)Python SDK azure-ai-ml v2 (current) Human data is data collected directly from, or about, people. Human data might include personal data such as names, age, images, or voice clips and sensitive data such as genetic data, biometric data, gender identity, religious beliefs, or political affiliations. Collecting this data can be important to building AI systems that work for all users. But certain practices should be avoided, especially ones that can ca",2025-03-17T08:00:00.000Z,concept-article,best-practices,0.7,True,Best practices for sourcing human data with focus on mitigating harm and building balanced datasets; content is Azure-ML–specific responsible AI guidance with concrete do/don’t recommendations.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-top-level-entities-in-managed-feature-store?view=azureml-api-2,Feature store entities,Top-level entities in managed feature store - Azure Machine Learning,,Learn about how Azure Machine Learning uses managed feature stores to create data transformation features and make these features available for training and deployment.,"This article describes the top level entities in the managed feature store. For more information on the managed feature store, seeWhat is managed feature store?.",2025-11-14T08:00:00.000Z,concept-article,,0.3,False,Describes top-level entities in managed feature store; entity definitions are conceptual rather than configuration/limits/troubleshooting focused.
https://learn.microsoft.com/en-us/azure/machine-learning/concept-train-machine-learning-model?view=azureml-api-2,Overview,Build & train models - Azure Machine Learning,,Learn how to train models with Azure Machine Learning. Explore the different training methods and choose the right one for your project.,"APPLIES TO:Python SDK azure-ai-mlv2 (current) Azure Machine Learning provides several ways to train your models, from code-first solutions using the SDK to low-code solutions such as automated machine learning and the visual Designer. Use the following list to determine which training method is right for you: Azure Machine Learning SDK for Python: The Python SDK provides several ways to train models, each with different capabilities. Designer: Azure Machine Learning Designer provides an easy ent",2025-08-29T22:12:00.000Z,concept-article,,0.2,False,"Conceptual overview of training options (SDK, Designer, AutoML) without detailed limits, configs, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-v2?view=azureml-api-2,Azure Machine Learning CLI and Python SDK,Azure Machine Learning CLI & SDK v2 - Azure Machine Learning,,This article explains the difference between the v1 and v2 versions of Azure Machine Learning.,"APPLIES TO:Azure CLI ml extension v2 (current)Python SDK azure-ai-ml v2 (current) Azure Machine Learning CLI v2 (CLI v2) and Azure Machine Learning Python SDK v2 (SDK v2) introduce a consistency of features and terminology across the interfaces. To create this consistency, the syntax of commands differs, in some cases significantly, from the first versions (v1). There are no differences in functionality between CLI v2 and SDK v2. The command line-based CLI might be more convenient in CI/CD MLOps",2025-10-07T17:14:00.000Z,concept-article,,0.2,False,"Conceptual explanation of CLI/SDK v2 vs v1; no detailed configuration matrices, limits, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-what-is-managed-feature-store?view=azureml-api-2,What is managed feature store,What is managed feature store? - Azure Machine Learning,,Learn about the managed feature store in Azure Machine Learning,"Managed feature store lets you independently develop and productionize features. You provide a feature set specification, and the system handles serving, securing, and monitoring the features. This approach eliminates the underlying feature engineering pipeline setup and management overhead. The feature store integrates across the machine learning lifecycle, enabling you to experiment and ship models faster, increase model reliability, and reduce operational costs. For more information about top",2025-10-30T22:11:00.000Z,concept-article,,0.3,False,"High-level explanation of managed feature store capabilities; appears conceptual without detailed configs, limits, or troubleshooting mappings."
https://learn.microsoft.com/en-us/azure/machine-learning/concept-workspace?view=azureml-api-2,Workspaces,What is a workspace? - Azure Machine Learning,,"The workspace is the top-level resource for Azure Machine Learning. It keeps a history of all training runs, with logs, metrics, output, and a snapshot of your scripts.","Workspaces are places to collaborate with colleagues to create machine learning artifacts and group related work. For example, experiments, jobs, datasets, models, components, and inference endpoints. This article describes workspaces, how to manage access to them, and how to use them to organize your work. Ready to get started?Create a workspace.",2025-07-11T17:05:00.000Z,concept-article,,0.2,False,"Concept article about workspaces and access management; mostly conceptual description of what a workspace is and how to organize work, not a detailed security or configuration reference."
https://learn.microsoft.com/en-us/azure/machine-learning/create-datastore-with-user-interface?view=azureml-api-2,Create a Datastore with the User Interface,Linking Tables in OneLake to Azure Machine Learning Through UI - Azure Machine Learning,Link OneLake tables to Azure ML via UI datastores,Learn how to link a Table in OneLake Lakehouse to Azure Machine Learning and create datastore through UI.,"Existing solutions can link an Azure Machine Learning resource to OneLake, extract the data, and create a datastore in Azure Machine Learning. However,in those solutions, the OneLake data is of type ""Files."" Those solutions don't work for OneLake table-type data, as shown in the following screenshot: Additionally, some customers might prefer to build the link in the UI. A solution that links Azure Machine Learning resources to OneLake tables is needed.
In this article, you learn how to link OneL",2025-03-04T05:36:00.000Z,how-to,configuration,0.7,True,"Covers UI-based creation of datastores for OneLake table-type data, including specific options and constraints that differ from file-type data. This is detailed, product-specific configuration behavior."
https://learn.microsoft.com/en-us/azure/machine-learning/designer-accessibility?view=azureml-api-2,Designer accessibility features,Use accessibility features in the designer - Azure Machine Learning,,Learn about the keyboard shortcuts and screen reader accessibility features available in the designer.,"Learn how to use a keyboard and screen reader to use Azure Machine Learning designer. For a list of keyboard shortcuts that work everywhere in the Azure portal, seeKeyboard shortcuts in the Azure portal This workflow has been tested withNarratorandJAWS, but it should work with other standard screen readers.",2024-08-28T16:59:00.000Z,concept-article,,0.2,False,"Accessibility and keyboard shortcuts for the designer; mainly UI usage guidance, not product-specific limits, configuration, security, or troubleshooting content."
https://learn.microsoft.com/en-us/azure/machine-learning/feature-retrieval-concepts?view=azureml-api-2,Feature retrieval specification,Feature retrieval specification and usage in training and inference - Azure Machine Learning,Configure feature retrieval specifications for training and inference,"The feature retrieval specification, and how to use it for training and inference tasks.","This article describes the feature retrieval specification, and how to use a feature retrieval specification in training and inference. A feature retrieval specification is an artifact that defines a list of features to use in model input. In a feature retrieval specification, the features: The feature retrieval specification is used at the time of model training and at the time of model inference. These flow steps involve the specification:",2025-01-22T08:00:00.000Z,how-to,configuration,0.7,True,Defines feature retrieval specification artifact and its use in training/inference flows; likely includes schema/parameter details and allowed values for specifying features.
